"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.URLimage","Input.MinAcceptNumber","Answer.comment","Answer.labelData","Approve","Reject"
"302OLP89DZ7UDJ7OM0UC6N6I6XUCAP","3NKVIC4SHJ12DPHQAW831ODT0TYNBN","Mark positions of grassy weeds in image of cornfield","Draw boxes around weeds in small aerial images of cornfield","Agriculture","$0.03","Fri Jan 27 07:53:28 PST 2017","3","BatchId:2667541;OriginalHitTemplateId:920937336;","300","259200","Fri Feb 03 07:53:28 PST 2017","","","386PBUZZXFX1301SJL5QQOU8M4AJLN","ARM2CBQGJCQ5Z","Approved","Fri Jan 27 08:15:14 PST 2017","Fri Jan 27 08:15:32 PST 2017","Mon Jan 30 08:15:32 PST 2017","2017-01-30 16:16:02 UTC","","","18","100% (1/1)","100% (1/1)","0% (0/0)","http://server.genobyte.us/ethan/weed_cover_images/goreLab_08_12_2016/DSC08132.JPG","0","Put your OPTIONAL comments here","{}"
"302OLP89DZ7UDJ7OM0UC6N6I6XUCAP","3NKVIC4SHJ12DPHQAW831ODT0TYNBN","Mark positions of grassy weeds in image of cornfield","Draw boxes around weeds in small aerial images of cornfield","Agriculture","$0.03","Fri Jan 27 07:53:28 PST 2017","3","BatchId:2667541;OriginalHitTemplateId:920937336;","300","259200","Fri Feb 03 07:53:28 PST 2017","","","3JMSRU9HQIUWOPRUJOW5GHFI8V9VES","A15NNYXDLCI2SR","Approved","Sat Jan 28 03:27:33 PST 2017","Sat Jan 28 03:29:09 PST 2017","Tue Jan 31 03:29:09 PST 2017","2017-01-31 11:30:02 UTC","","","96","100% (219/219)","100% (219/219)","0% (0/0)","http://server.genobyte.us/ethan/weed_cover_images/goreLab_08_12_2016/DSC08132.JPG","0","Put your OPTIONAL comments here","{}"
"302OLP89DZ7UDJ7OM0UC6N6I6XUCAP","3NKVIC4SHJ12DPHQAW831ODT0TYNBN","Mark positions of grassy weeds in image of cornfield","Draw boxes around weeds in small aerial images of cornfield","Agriculture","$0.03","Fri Jan 27 07:53:28 PST 2017","3","BatchId:2667541;OriginalHitTemplateId:920937336;","300","259200","Fri Feb 03 07:53:28 PST 2017","","","3RU7GD8VPOTKTOZGY77BZ6UFNYXPSI","A771BLWJLMWYY","Approved","Sun Jan 29 00:32:30 PST 2017","Sun Jan 29 00:32:54 PST 2017","Wed Feb 01 00:32:54 PST 2017","2017-02-01 08:33:02 UTC","","","24","100% (156/156)","100% (156/156)","0% (0/0)","http://server.genobyte.us/ethan/weed_cover_images/goreLab_08_12_2016/DSC08132.JPG","0","Put your OPTIONAL comments here","[{'obj_name':'','pts_x':[780,973,973,780],'pts_y':[3753,3753,3993,3993],'isRectangle':1,'anno_id':0,'is_selected':0,'lastx':780,'lasty':3993,'selectedControlPoint':-1},{'obj_name':'','pts_x':[553,-7,-7,553],'pts_y':[3607,3607,3980,3980],'isRectangle':1,'anno_id':1,'is_selected':0,'lastx':553,'lasty':3980,'selectedControlPoint':-1}]"
"309D674SHZLZWTCGSEU81YQOOFFCBK","3NKVIC4SHJ12DPHQAW831ODT0TYNBN","Mark positions of grassy weeds in image of cornfield","Draw boxes around weeds in small aerial images of cornfield","Agriculture","$0.03","Fri Jan 27 07:53:28 PST 2017","3","BatchId:2667541;OriginalHitTemplateId:920937336;","300","259200","Fri Feb 03 07:53:28 PST 2017","","","30MVJZJNHMD62Y0JUO20LF3DMCE9J5","A1LZWU72K42V92","Approved","Sun Jan 29 21:58:54 PST 2017","Sun Jan 29 22:00:05 PST 2017","Wed Feb 01 22:00:05 PST 2017","2017-02-02 06:01:02 UTC","","","71","100% (215/215)","100% (215/215)","100% (73/73)","http://server.genobyte.us/ethan/weed_cover_images/goreLab_08_12_2016/DSC08069.JPG","0","Put your OPTIONAL comments here","[{'obj_name':'','pts_x':[20,1373,1373,20],'pts_y':[1773,1773,2900,2900],'isRectangle':1,'anno_id':0,'is_selected':0,'lastx':20,'lasty':2900,'selectedControlPoint':-1},{'obj_name':'','pts_x':[2227,2547,2547,2227],'pts_y':[2807,2807,3167,3167],'isRectangle':1,'anno_id':1,'is_selected':0,'lastx':2227,'lasty':3167,'selectedControlPoint':-1},{'obj_name':'','pts_x':[1827,2880,2880,1827],'pts_y':[1527,1527,2353,2353],'isRectangle':1,'anno_id':2,'is_selected':0,'lastx':1827,'lasty':2353,'selectedControlPoint':-1},{'obj_name':'','pts_x':[1860,3320,3320,1860],'pts_y':[300,300,1253,1253],'isRectangle':1,'anno_id':3,'is_selected':0,'lastx':1860,'lasty':1253,'selectedControlPoint':-1}]"
"309D674SHZLZWTCGSEU81YQOOFFCBK","3NKVIC4SHJ12DPHQAW831ODT0TYNBN","Mark positions of grassy weeds in image of cornfield","Draw boxes around weeds in small aerial images of cornfield","Agriculture","$0.03","Fri Jan 27 07:53:28 PST 2017","3","BatchId:2667541;OriginalHitTemplateId:920937336;","300","259200","Fri Feb 03 07:53:28 PST 2017","","","32RIADZISS4Y4VDX0NFNW8JKW2OS4H","A15NNYXDLCI2SR","Approved","Sat Jan 28 06:59:16 PST 2017","Sat Jan 28 06:59:48 PST 2017","Tue Jan 31 06:59:48 PST 2017","2017-01-31 15:00:02 UTC","","","32","100% (219/219)","100% (219/219)","0% (0/0)","http://server.genobyte.us/ethan/weed_cover_images/goreLab_08_12_2016/DSC08069.JPG","0","Put your OPTIONAL comments here","[{'obj_name':'','pts_x':[1600,3560,3560,1600],'pts_y':[20,20,1373,1373],'isRectangle':1,'anno_id':0,'is_selected':0,'lastx':1600,'lasty':1373,'selectedControlPoint':-1},{'obj_name':'','pts_x':[0,1853,1853,0],'pts_y':[1647,1647,3233,3233],'isRectangle':1,'anno_id':1,'is_selected':0,'lastx':0,'lasty':3233,'selectedControlPoint':-1},{'obj_name':'','pts_x':[1847,3267,3267,1847],'pts_y':[1473,1473,2440,2440],'isRectangle':1,'anno_id':2,'is_selected':0,'lastx':1847,'lasty':2440,'selectedControlPoint':-1}]"
"309D674SHZLZWTCGSEU81YQOOFFCBK","3NKVIC4SHJ12DPHQAW831ODT0TYNBN","Mark positions of grassy weeds in image of cornfield","Draw boxes around weeds in small aerial images of cornfield","Agriculture","$0.03","Fri Jan 27 07:53:28 PST 2017","3","BatchId:2667541;OriginalHitTemplateId:920937336;","300","259200","Fri Feb 03 07:53:28 PST 2017","","","337RC3OW052AUV1M0AJ9TC52HSQLVL","A771BLWJLMWYY","Approved","Sat Jan 28 23:43:08 PST 2017","Sat Jan 28 23:43:41 PST 2017","Tue Jan 31 23:43:41 PST 2017","2017-02-01 07:44:02 UTC","","","33","100% (156/156)","100% (156/156)","0% (0/0)","http://server.genobyte.us/ethan/weed_cover_images/goreLab_08_12_2016/DSC08069.JPG","0","Put your OPTIONAL comments here","[{'obj_name':'','pts_x':[1080,4020,4020,1080],'pts_y':[-7,-7,1527,1527],'isRectangle':1,'anno_id':0,'is_selected':0,'lastx':1080,'lasty':1527,'selectedControlPoint':-1},{'obj_name':'','pts_x':[0,2113,2113,0],'pts_y':[1533,1533,3387,3387],'isRectangle':1,'anno_id':1,'is_selected':0,'lastx':0,'lasty':3387,'selectedControlPoint':-1},{'obj_name':'','pts_x':[1320,3553,3553,1320],'pts_y':[2660,2660,880,880],'isRectangle':1,'anno_id':2,'is_selected':0,'lastx':1320,'lasty':880,'selectedControlPoint':-1},{'obj_name':'','pts_x':[2553,2133,2133,2553],'pts_y':[2720,2720,3260,3260],'isRectangle':1,'anno_id':3,'is_selected':0,'lastx':2553,'lasty':3260,'selectedControlPoint':-1}]"
"30IRMPJWDZJ4VY5TGOXWPW80BARRKP","3NKVIC4SHJ12DPHQAW831ODT0TYNBN","Mark positions of grassy weeds in image of cornfield","Draw boxes around weeds in small aerial images of cornfield","Agriculture","$0.03","Fri Jan 27 07:53:11 PST 2017","3","BatchId:2667541;OriginalHitTemplateId:920937336;","300","259200","Fri Feb 03 07:53:11 PST 2017","","","3G0WWMR1UVK8DN8QQO5E0HAJ5WMNQ8","A2K56J9POYUFCA","Approved","Sun Jan 29 21:25:49 PST 2017","Sun Jan 29 21:26:24 PST 2017","Wed Feb 01 21:26:24 PST 2017","2017-02-02 05:27:02 UTC","","","35","100% (216/216)","100% (216/216)","100% (194/194)","http://server.genobyte.us/ethan/weed_cover_images/goreLab_08_12_2016/DSC08036.JPG","0","Put your OPTIONAL comments here","[{'obj_name':'','pts_x':[3787,4480,4480,3787],'pts_y':[13,13,440,440],'isRectangle':1,'anno_id':0,'is_selected':0,'lastx':3787,'lasty':440,'selectedControlPoint':-1},{'obj_name':'','pts_x':[520,1287,1287,520],'pts_y':[547,547,1293,1293],'isRectangle':1,'anno_id':1,'is_selected':0,'lastx':520,'lasty':1293,'selectedControlPoint':-1},{'obj_name':'','pts_x':[387,853,853,387],'pts_y':[1867,1867,2280,2280],'isRectangle':1,'anno_id':2,'is_selected':0,'lastx':387,'lasty':2280,'selectedControlPoint':-1},{'obj_name':'','pts_x':[2400,3240,3240,2400],'pts_y':[1707,1707,2527,2527],'isRectangle':1,'anno_id':3,'is_selected':0,'lastx':2400,'lasty':2527,'selectedControlPoint':-1}]"
"30IRMPJWDZJ4VY5TGOXWPW80BARRKP","3NKVIC4SHJ12DPHQAW831ODT0TYNBN","Mark positions of grassy weeds in image of cornfield","Draw boxes around weeds in small aerial images of cornfield","Agriculture","$0.03","Fri Jan 27 07:53:11 PST 2017","3","BatchId:2667541;OriginalHitTemplateId:920937336;","300","259200","Fri Feb 03 07:53:11 PST 2017","","","3QL2OFSM96I4JMY7L64JGCL21FBNCP","A37Y5CTJ8HCQER","Approved","Fri Jan 27 12:07:30 PST 2017","Fri Jan 27 12:09:38 PST 2017","Mon Jan 30 12:09:38 PST 2017","2017-01-30 20:10:02 UTC","","","128","100% (1/1)","100% (1/1)","0% (0/0)","http://server.genobyte.us/ethan/weed_cover_images/goreLab_08_12_2016/DSC08036.JPG","0","Put your OPTIONAL comments here","[{'obj_name':'','pts_x':[3833,4427,4427,3833],'pts_y':[0,0,367,367],'isRectangle':1,'anno_id':0,'is_selected':0,'lastx':3833,'lasty':367,'selectedControlPoint':-1},{'obj_name':'','pts_x':[540,1140,1140,540],'pts_y':[587,587,1273,1273],'isRectangle':1,'anno_id':1,'is_selected':1,'lastx':447,'lasty':1207,'selectedControlPoint':3},{'obj_name':'','pts_x':[373,760,760,373],'pts_y':[1860,1860,2247,2247],'isRectangle':1,'anno_id':2,'is_selected':0,'lastx':373,'lasty':2247,'selectedControlPoint':-1},{'obj_name':'','pts_x':[2340,3140,3140,2340],'pts_y':[1733,1733,2480,2480],'isRectangle':1,'anno_id':3,'is_selected':0,'lastx':2340,'lasty':2480,'selectedControlPoint':-1}]"
"30IRMPJWDZJ4VY5TGOXWPW80BARRKP","3NKVIC4SHJ12DPHQAW831ODT0TYNBN","Mark positions of grassy weeds in image of cornfield","Draw boxes around weeds in small aerial images of cornfield","Agriculture","$0.03","Fri Jan 27 07:53:11 PST 2017","3","BatchId:2667541;OriginalHitTemplateId:920937336;","300","259200","Fri Feb 03 07:53:11 PST 2017","","","3Y54SXRO1LLY0TKR4TBVJHD0XYQUTV","A15NNYXDLCI2SR","Approved","Sat Jan 28 06:59:30 PST 2017","Sat Jan 28 07:00:00 PST 2017","Tue Jan 31 07:00:00 PST 2017","2017-01-31 15:00:02 UTC","","","30","100% (219/219)","100% (219/219)","0% (0/0)","http://server.genobyte.us/ethan/weed_cover_images/goreLab_08_12_2016/DSC08036.JPG","0","Put your OPTIONAL comments here","[{'obj_name':'','pts_x':[2380,3160,3160,2380],'pts_y':[1840,1840,2460,2460],'isRectangle':1,'anno_id':0,'is_selected':0,'lastx':2380,'lasty':2460,'selectedControlPoint':-1},{'obj_name':'','pts_x':[567,1133,1133,567],'pts_y':[487,487,1113,1113],'isRectangle':1,'anno_id':1,'is_selected':0,'lastx':567,'lasty':1113,'selectedControlPoint':-1},{'obj_name':'','pts_x':[307,853,853,307],'pts_y':[1767,1767,2253,2253],'isRectangle':1,'anno_id':2,'is_selected':0,'lastx':307,'lasty':2253,'selectedControlPoint':-1},{'obj_name':'','pts_x':[3900,4467,4467,3900],'pts_y':[0,0,373,373],'isRectangle':1,'anno_id':3,'is_selected':0,'lastx':3900,'lasty':373,'selectedControlPoint':-1}]"
"30QQTY5GMKK8GBQQ1O3SQ2QYCPVU7Q","3NKVIC4SHJ12DPHQAW831ODT0TYNBN","Mark positions of grassy weeds in image of cornfield","Draw boxes around weeds in small aerial images of cornfield","Agriculture","$0.03","Fri Jan 27 07:53:29 PST 2017","3","BatchId:2667541;OriginalHitTemplateId:920937336;","300","259200","Fri Feb 03 07:53:29 PST 2017","","","33CKWXB73JKHICHK0MH129P8UH511V","A34DWBBWZRLO1X","Approved","Fri Jan 27 08:08:50 PST 2017","Fri Jan 27 08:09:15 PST 2017","Mon Jan 30 08:09:15 PST 2017","2017-01-30 16:10:02 UTC","","","25","100% (17/17)","100% (17/17)","0% (0/0)","http://server.genobyte.us/ethan/weed_cover_images/goreLab_08_12_2016/DSC08010.JPG","0","Put your OPTIONAL comments here","{}"
