"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.URLimage","Input.MinAcceptNumber","Answer.comment","Answer.labelData","Approve","Reject"
"32L724R85LKSDQZQ3T8V7LT8IRPPI1","3590L785WCG8V8F2YOLKZCW68YFJNC","Mark positions of grassy weeds in image of cornfield","Draw boxes around weeds in small aerial images of cornfield","Agriculture","$0.05","Mon Feb 13 09:04:27 PST 2017","3","BatchId:2685854;OriginalHitTemplateId:920937336;","300","172800","Thu Feb 23 09:04:27 PST 2017","","","32Q90QCQ1SLI8EXIKKIYE841SGAEKZ","A1FP3SH704X01V","Approved","Mon Feb 13 12:56:04 PST 2017","Mon Feb 13 12:56:15 PST 2017","Wed Feb 15 12:56:15 PST 2017","2017-02-15 20:56:30 UTC","","","11","100% (647/647)","100% (647/647)","100% (647/647)","http://server.genobyte.us/ethan/weed_cover_images/flyTerra_2016_08_19/split/DSC00325_22.JPG","0","Put your OPTIONAL comments here","{}"
"32L724R85LKSDQZQ3T8V7LT8IRPPI1","3590L785WCG8V8F2YOLKZCW68YFJNC","Mark positions of grassy weeds in image of cornfield","Draw boxes around weeds in small aerial images of cornfield","Agriculture","$0.05","Mon Feb 13 09:04:27 PST 2017","3","BatchId:2685854;OriginalHitTemplateId:920937336;","300","172800","Thu Feb 23 09:04:27 PST 2017","","","3BF51CHDTVASFYHG6SGMGRM56YV0HU","AG0X3PQK2FWQJ","Approved","Mon Feb 13 12:43:59 PST 2017","Mon Feb 13 12:44:53 PST 2017","Wed Feb 15 12:44:53 PST 2017","2017-02-15 20:45:30 UTC","","","54","100% (820/820)","100% (820/820)","100% (820/820)","http://server.genobyte.us/ethan/weed_cover_images/flyTerra_2016_08_19/split/DSC00325_22.JPG","0","Put your OPTIONAL comments here","{}"
"32L724R85LKSDQZQ3T8V7LT8IRPPI1","3590L785WCG8V8F2YOLKZCW68YFJNC","Mark positions of grassy weeds in image of cornfield","Draw boxes around weeds in small aerial images of cornfield","Agriculture","$0.05","Mon Feb 13 09:04:27 PST 2017","3","BatchId:2685854;OriginalHitTemplateId:920937336;","300","172800","Thu Feb 23 09:04:27 PST 2017","","","3NLZY2D53PPIPN55EBPZNP6U0KJQL8","A34M93NJC830DP","Approved","Mon Feb 13 14:43:16 PST 2017","Mon Feb 13 14:44:36 PST 2017","Wed Feb 15 14:44:36 PST 2017","2017-02-15 22:45:30 UTC","","","80","100% (630/630)","100% (630/630)","100% (629/629)","http://server.genobyte.us/ethan/weed_cover_images/flyTerra_2016_08_19/split/DSC00325_22.JPG","0","Put your OPTIONAL comments here","[{'obj_name':'','pts_x':[25,209,209,25],'pts_y':[619,619,741,741],'isRectangle':1,'anno_id':0,'is_selected':0,'lastx':25,'lasty':741,'selectedControlPoint':-1}]"
"3K2CEDRACB1C11IO5PF74O1MO3UMTJ","3590L785WCG8V8F2YOLKZCW68YFJNC","Mark positions of grassy weeds in image of cornfield","Draw boxes around weeds in small aerial images of cornfield","Agriculture","$0.05","Mon Feb 13 09:04:13 PST 2017","3","BatchId:2685854;OriginalHitTemplateId:920937336;","300","172800","Thu Feb 23 09:04:13 PST 2017","","","30BXRYBRP4XLNOI1ZZ97NMV973VHWY","AG0X3PQK2FWQJ","Approved","Mon Feb 13 10:14:59 PST 2017","Mon Feb 13 10:15:30 PST 2017","Wed Feb 15 10:15:30 PST 2017","2017-02-15 18:15:31 UTC","","","31","100% (820/820)","100% (820/820)","100% (820/820)","http://server.genobyte.us/ethan/weed_cover_images/flyTerra_2016_08_19/split/DSC00348_26.JPG","0","Put your OPTIONAL comments here","{}"
"3K2CEDRACB1C11IO5PF74O1MO3UMTJ","3590L785WCG8V8F2YOLKZCW68YFJNC","Mark positions of grassy weeds in image of cornfield","Draw boxes around weeds in small aerial images of cornfield","Agriculture","$0.05","Mon Feb 13 09:04:13 PST 2017","3","BatchId:2685854;OriginalHitTemplateId:920937336;","300","172800","Thu Feb 23 09:04:13 PST 2017","","","336YQZE83VED2J4SUV2BPRQS4SVM50","A1LZWU72K42V92","Approved","Mon Feb 13 11:06:47 PST 2017","Mon Feb 13 11:07:09 PST 2017","Wed Feb 15 11:07:09 PST 2017","2017-02-15 19:07:30 UTC","","","22","100% (215/215)","100% (215/215)","100% (73/73)","http://server.genobyte.us/ethan/weed_cover_images/flyTerra_2016_08_19/split/DSC00348_26.JPG","0","Put your OPTIONAL comments here","[{'obj_name':'','pts_x':[470,513,513,470],'pts_y':[527,527,583,583],'isRectangle':1,'anno_id':0,'is_selected':0,'lastx':470,'lasty':583,'selectedControlPoint':-1}]"
"3K2CEDRACB1C11IO5PF74O1MO3UMTJ","3590L785WCG8V8F2YOLKZCW68YFJNC","Mark positions of grassy weeds in image of cornfield","Draw boxes around weeds in small aerial images of cornfield","Agriculture","$0.05","Mon Feb 13 09:04:13 PST 2017","3","BatchId:2685854;OriginalHitTemplateId:920937336;","300","172800","Thu Feb 23 09:04:13 PST 2017","","","3G2UL9A02DEQ0KXJV8ARYF725Y967N","A1FP3SH704X01V","Approved","Mon Feb 13 10:35:37 PST 2017","Mon Feb 13 10:35:48 PST 2017","Wed Feb 15 10:35:48 PST 2017","2017-02-15 18:36:30 UTC","","","11","100% (647/647)","100% (647/647)","100% (647/647)","http://server.genobyte.us/ethan/weed_cover_images/flyTerra_2016_08_19/split/DSC00348_26.JPG","0","Put your OPTIONAL comments here","{}"
"34R3P23QHS1I14L79X45Z30PBBDHWV","3590L785WCG8V8F2YOLKZCW68YFJNC","Mark positions of grassy weeds in image of cornfield","Draw boxes around weeds in small aerial images of cornfield","Agriculture","$0.05","Mon Feb 13 09:04:13 PST 2017","3","BatchId:2685854;OriginalHitTemplateId:920937336;","300","172800","Thu Feb 23 09:04:13 PST 2017","","","33PPO7FECVFMADTUOMM2VA7300UDI4","A34M93NJC830DP","Approved","Mon Feb 13 14:12:42 PST 2017","Mon Feb 13 14:13:53 PST 2017","Wed Feb 15 14:13:53 PST 2017","2017-02-15 22:14:30 UTC","","","71","100% (630/630)","100% (630/630)","100% (629/629)","http://server.genobyte.us/ethan/weed_cover_images/goreLab_08_10_2016/flight_1/split/IMG_2085_0.JPG","0","Put your OPTIONAL comments here","[{'obj_name':'','pts_x':[1213,1355,1355,1213],'pts_y':[175,175,283,283],'isRectangle':1,'anno_id':0,'is_selected':0,'lastx':1213,'lasty':283,'selectedControlPoint':-1},{'obj_name':'','pts_x':[1363,1475,1475,1363],'pts_y':[468,468,538,538],'isRectangle':1,'anno_id':1,'is_selected':0,'lastx':1363,'lasty':538,'selectedControlPoint':-1},{'obj_name':'','pts_x':[1415,1570,1570,1415],'pts_y':[970,970,1150,1150],'isRectangle':1,'anno_id':2,'is_selected':0,'lastx':1415,'lasty':1150,'selectedControlPoint':-1},{'obj_name':'','pts_x':[235,1185,1185,235],'pts_y':[1478,1478,5,5],'isRectangle':1,'anno_id':3,'is_selected':0,'lastx':235,'lasty':5,'selectedControlPoint':-1},{'obj_name':'','pts_x':[1670,1778,1778,1670],'pts_y':[220,220,335,335],'isRectangle':1,'anno_id':4,'is_selected':0,'lastx':1670,'lasty':335,'selectedControlPoint':-1}]"
"34R3P23QHS1I14L79X45Z30PBBDHWV","3590L785WCG8V8F2YOLKZCW68YFJNC","Mark positions of grassy weeds in image of cornfield","Draw boxes around weeds in small aerial images of cornfield","Agriculture","$0.05","Mon Feb 13 09:04:13 PST 2017","3","BatchId:2685854;OriginalHitTemplateId:920937336;","300","172800","Thu Feb 23 09:04:13 PST 2017","","","38JBBYETQOAXUC8FZSVI7RF5VUQ4E5","A1FP3SH704X01V","Approved","Mon Feb 13 13:40:39 PST 2017","Mon Feb 13 13:41:33 PST 2017","Wed Feb 15 13:41:33 PST 2017","2017-02-15 21:42:30 UTC","","","54","100% (647/647)","100% (647/647)","100% (647/647)","http://server.genobyte.us/ethan/weed_cover_images/goreLab_08_10_2016/flight_1/split/IMG_2085_0.JPG","0","Put your OPTIONAL comments here","[{'obj_name':'','pts_x':[1250,1400,1400,1250],'pts_y':[153,153,325,325],'isRectangle':1,'anno_id':0,'is_selected':0,'lastx':1250,'lasty':325,'selectedControlPoint':-1},{'obj_name':'','pts_x':[1370,1508,1508,1370],'pts_y':[455,455,558,558],'isRectangle':1,'anno_id':1,'is_selected':0,'lastx':1370,'lasty':558,'selectedControlPoint':-1},{'obj_name':'','pts_x':[1393,1565,1565,1393],'pts_y':[938,938,1170,1170],'isRectangle':1,'anno_id':3,'is_selected':0,'lastx':1393,'lasty':1120,'selectedControlPoint':2},{'obj_name':'','pts_x':[1575,1978,1978,1575],'pts_y':[30,30,1500,1500],'isRectangle':1,'anno_id':3,'is_selected':0,'lastx':1670,'lasty':1488,'selectedControlPoint':3},{'obj_name':'','pts_x':[1190,40,40,1190],'pts_y':[1500,1500,3,3],'isRectangle':1,'anno_id':4,'is_selected':1,'lastx':940,'lasty':3,'selectedControlPoint':1}]"
"34R3P23QHS1I14L79X45Z30PBBDHWV","3590L785WCG8V8F2YOLKZCW68YFJNC","Mark positions of grassy weeds in image of cornfield","Draw boxes around weeds in small aerial images of cornfield","Agriculture","$0.05","Mon Feb 13 09:04:13 PST 2017","3","BatchId:2685854;OriginalHitTemplateId:920937336;","300","172800","Thu Feb 23 09:04:13 PST 2017","","","3WETL7AQWT8CGXWIODXWTSHM41C35Z","A1AZAC9CPBEP6K","Approved","Mon Feb 13 10:34:42 PST 2017","Mon Feb 13 10:35:05 PST 2017","Wed Feb 15 10:35:05 PST 2017","2017-02-15 18:35:30 UTC","","","23","100% (404/404)","100% (404/404)","100% (404/404)","http://server.genobyte.us/ethan/weed_cover_images/goreLab_08_10_2016/flight_1/split/IMG_2085_0.JPG","0","Put your OPTIONAL comments here","[{'obj_name':'','pts_x':[1368,1480,1480,1368],'pts_y':[525,525,448,448],'isRectangle':1,'anno_id':0,'is_selected':0,'lastx':1368,'lasty':448,'selectedControlPoint':-1},{'obj_name':'','pts_x':[1190,1403,1403,1190],'pts_y':[280,280,163,163],'isRectangle':1,'anno_id':1,'is_selected':0,'lastx':1190,'lasty':163,'selectedControlPoint':-1},{'obj_name':'','pts_x':[1383,1618,1618,1383],'pts_y':[1155,1155,963,963],'isRectangle':1,'anno_id':2,'is_selected':0,'lastx':1383,'lasty':963,'selectedControlPoint':-1},{'obj_name':'','pts_x':[725,963,963,725],'pts_y':[1460,1460,973,973],'isRectangle':1,'anno_id':3,'is_selected':0,'lastx':725,'lasty':973,'selectedControlPoint':-1},{'obj_name':'','pts_x':[278,1200,1200,278],'pts_y':[1428,1428,10,10],'isRectangle':1,'anno_id':4,'is_selected':0,'lastx':278,'lasty':10,'selectedControlPoint':-1},{'obj_name':'','pts_x':[93,270,270,93],'pts_y':[1440,1440,918,918],'isRectangle':1,'anno_id':5,'is_selected':0,'lastx':93,'lasty':918,'selectedControlPoint':-1},{'obj_name':'','pts_x':[55,240,240,55],'pts_y':[615,615,440,440],'isRectangle':1,'anno_id':6,'is_selected':0,'lastx':55,'lasty':440,'selectedControlPoint':-1}]"
"3XBXDSS888JZC09NANFPTE731USXLB","3590L785WCG8V8F2YOLKZCW68YFJNC","Mark positions of grassy weeds in image of cornfield","Draw boxes around weeds in small aerial images of cornfield","Agriculture","$0.05","Mon Feb 13 09:04:27 PST 2017","3","BatchId:2685854;OriginalHitTemplateId:920937336;","300","172800","Thu Feb 23 09:04:27 PST 2017","","","3KB8R4ZV1E7FZPPFK2VTF86NI25GBN","A1FP3SH704X01V","Approved","Mon Feb 13 11:15:59 PST 2017","Mon Feb 13 11:16:14 PST 2017","Wed Feb 15 11:16:14 PST 2017","2017-02-15 19:16:30 UTC","","","15","100% (647/647)","100% (647/647)","100% (647/647)","http://server.genobyte.us/ethan/weed_cover_images/goreLab_08_09_2016/split/DSC05863_0.JPG","0","Put your OPTIONAL comments here","[{'obj_name':'','pts_x':[577,783,783,577],'pts_y':[53,53,173,173],'isRectangle':1,'anno_id':0,'is_selected':0,'lastx':577,'lasty':173,'selectedControlPoint':-1},{'obj_name':'','pts_x':[2800,2990,2990,2800],'pts_y':[20,20,143,143],'isRectangle':1,'anno_id':1,'is_selected':0,'lastx':2800,'lasty':143,'selectedControlPoint':-1}]"
